Order,Material,SLoc,Quantity,Pstng Date,Merge_Date,Year
68100323.0,108,5001,-1,2026-01-03,2026-01-03,2026
68126390.0,108,5001,-1,2026-01-03,2026-01-03,2026
68167698.0,108,5023,-1,2026-01-05,2026-01-05,2026
68165413.0,108,5021,-1,2026-01-05,2026-01-05,2026
68119315.0,108,5001,-1,2026-01-05,2026-01-05,2026
68174153.0,108,5001,-1,2026-01-05,2026-01-05,2026
68175170.0,108,5001,-1,2026-01-05,2026-01-05,2026
68051049.0,108,5001,-1,2026-01-05,2026-01-05,2026
68175703.0,108,5023,-1,2026-01-05,2026-01-05,2026
68173899.0,108,5030,-1,2026-01-05,2026-01-05,2026
68170578.0,108,5021,-1,2026-01-06,2026-01-06,2026
68176959.0,108,5021,-1,2026-01-06,2026-01-06,2026
68175503.0,108,5021,-1,2026-01-06,2026-01-06,2026
68187978.0,108,5005,-1,2026-01-06,2026-01-06,2026
68186255.0,108,5042,-1,2026-01-06,2026-01-06,2026
68186579.0,108,5061,-1,2026-01-06,2026-01-06,2026
68173971.0,108,5061,-1,2026-01-06,2026-01-06,2026
68181856.0,108,5030,-1,2026-01-06,2026-01-06,2026
68173566.0,108,5001,-1,2026-01-06,2026-01-06,2026
68161485.0,108,5005,-1,2026-01-06,2026-01-06,2026
68184886.0,108,5041,-1,2026-01-06,2026-01-06,2026
68184889.0,108,5041,-1,2026-01-06,2026-01-06,2026
68192515.0,108,5021,-1,2026-01-07,2026-01-07,2026
68119877.0,108,5023,1,2026-01-07,2026-01-07,2026
68187193.0,108,5061,-1,2026-01-07,2026-01-07,2026
68195775.0,108,5030,-1,2026-01-07,2026-01-07,2026
68200972.0,108,5044,-1,2026-01-08,2026-01-08,2026
68197121.0,108,5042,-1,2026-01-08,2026-01-08,2026
68195782.0,108,5021,-1,2026-01-08,2026-01-08,2026
68207485.0,108,5021,-1,2026-01-08,2026-01-08,2026
68202235.0,108,5061,-1,2026-01-08,2026-01-08,2026
68189644.0,108,5003,-1,2026-01-08,2026-01-08,2026
68206995.0,108,5030,-1,2026-01-08,2026-01-08,2026
68189630.0,108,5003,-1,2026-01-08,2026-01-08,2026
68206681.0,108,5042,-1,2026-01-09,2026-01-09,2026
68216949.0,108,5003,-1,2026-01-09,2026-01-09,2026
68195323.0,108,5023,-1,2026-01-09,2026-01-09,2026
68117425.0,108,5003,-1,2026-01-09,2026-01-09,2026
68214642.0,108,5023,-1,2026-01-09,2026-01-09,2026
68199535.0,108,5052,-1,2026-01-09,2026-01-09,2026
68199586.0,108,5052,-1,2026-01-09,2026-01-09,2026
68187238.0,108,5039,-1,2026-01-09,2026-01-09,2026
68223103.0,108,5022,-1,2026-01-10,2026-01-10,2026
68220316.0,108,5014,-1,2026-01-10,2026-01-10,2026
68218918.0,108,5022,-1,2026-01-10,2026-01-10,2026
68225136.0,108,5003,-1,2026-01-12,2026-01-12,2026
68146657.0,108,5004,-1,2026-01-12,2026-01-12,2026
68225804.0,108,5022,-1,2026-01-12,2026-01-12,2026
68228736.0,108,5025,-1,2026-01-12,2026-01-12,2026
68227918.0,108,5023,-1,2026-01-12,2026-01-12,2026
68230474.0,108,5005,-1,2026-01-12,2026-01-12,2026
59293399.0,108,5003,1,2026-01-13,2026-01-13,2026
68184136.0,108,5001,-1,2026-01-13,2026-01-13,2026
68054984.0,108,5001,-1,2026-01-13,2026-01-13,2026
68153181.0,108,5021,1,2026-01-13,2026-01-13,2026
68240814.0,108,5001,-1,2026-01-13,2026-01-13,2026
68166806.0,108,5001,-1,2026-01-13,2026-01-13,2026
68236984.0,108,5001,-1,2026-01-13,2026-01-13,2026
68237461.0,108,5003,-1,2026-01-13,2026-01-13,2026
68126589.0,108,5001,-1,2026-01-13,2026-01-13,2026
68171617.0,108,5001,-1,2026-01-13,2026-01-13,2026
68061355.0,108,5001,-1,2026-01-13,2026-01-13,2026
68188666.0,108,5003,-1,2026-01-13,2026-01-13,2026
68181196.0,108,5001,-1,2026-01-13,2026-01-13,2026
59839873.0,108,5046,-1,2026-01-13,2026-01-13,2026
68251490.0,108,5041,-1,2026-01-14,2026-01-14,2026
68160375.0,108,5001,-1,2026-01-14,2026-01-14,2026
68250980.0,108,5001,-1,2026-01-14,2026-01-14,2026
68196361.0,108,5001,-1,2026-01-14,2026-01-14,2026
68175604.0,108,5001,-1,2026-01-14,2026-01-14,2026
68166595.0,108,5001,-1,2026-01-14,2026-01-14,2026
68211964.0,108,5001,-1,2026-01-14,2026-01-14,2026
68054690.0,108,5001,-1,2026-01-14,2026-01-14,2026
68244390.0,108,5061,-1,2026-01-14,2026-01-14,2026
68218483.0,108,5001,-1,2026-01-14,2026-01-14,2026
68263990.0,108,5001,-1,2026-01-15,2026-01-15,2026
68212565.0,108,5021,-1,2026-01-15,2026-01-15,2026
68253606.0,108,5001,-1,2026-01-15,2026-01-15,2026
68263515.0,108,5028,-1,2026-01-15,2026-01-15,2026
